"","Suburb","Address","Price","Baths","Beds","DistanceTime.min.","Distance.km."
"1010","Broken Hill","81 Edwards St, Coonabarabran","$159,000"," 2"," 3",747.5,1126.84
"1011","Kelso","14 Neilpo Street, Dareton","$139,000"," 1"," 3",147.9,180.4
"1012","Springfield","44 Hampden Street, Finley","$130,000"," 1"," 3",66.4333333333333,70.3
"1013","Cumnock","42 Yarran Street, Coonamble","$99,000"," 1"," 3",234.65,297.163
"1014","Oberon","77/80-92 Queen Elizabeth Drive, Armidale","$89,000"," 1"," 1",152.283333333333,172.362
"1015","Broken Hill","67 Oxley Street, Bourke","$148,500"," 2"," 4",747.5,1126.84
"1016","Broken Hill","52/80-92 Queen Elizabeth Drive, Armidale","$89,000"," 1"," 1",747.5,1126.84
"1017","Broken Hill","8 Stubbs Ave, Warren","$60,000"," 1"," 2",747.5,1126.84
"1018","Aberdeen","1 Gatenby Street, Condobolin","$125,000"," 1"," 2",178.466666666667,251.816
"1019","Lockhart","4 Waratah Avenue, Inverell","$144,000"," 1"," 3",319.516666666667,519.498
"1020","Pooncarie","86 Byron Street, Inverell","$75,000 + SAV"," 1"," 1",703,1137.758
"1021","Broken Hill","45 Milthorpe Street, Oaklands","$125,000"," 1"," 3",747.5,1126.84
"1022","Coonamble","52 Cowper Street, Wee Waa","$125,000"," 1"," 3",371.333333333333,517.207
"1023","Broken Hill","150  Neill Street, Harden","$95,000"," 1"," 2",747.5,1126.84
"1024","South Grafton","9 Blanche Peadon Drive, Narrabri","$155,000"," 1"," 2",380.516666666667,597.104
"1025","Turramurra","13 Linden Street, Barraba","$145,000"," 1"," 2",28.3,23.022
"1026","Broken Hill","60 Harris Street, Trangie","$165,000"," 1"," 3",747.5,1126.84
"1027","Coonamble","2C Dandaloo Lane, Narromine","REDUCED TO $99,000"," 1"," 2",371.333333333333,517.207
"1028","Broken Hill","22 Pullaming St, Curlewis","$175,000"," 1"," 1",747.5,1126.84
"1029","Scone","66 King St, Coonabarabran","$139,900"," 1"," 3",191.116666666667,265.882
"1030","Kooringal","111 Simpson Street, Wellington","$119,500.00"," 1"," 3",275,455.478
"1031","Broken Hill","14 Turners lane, Coolah","$150,000"," 1"," 3",747.5,1126.84
"1032","Port Macquarie","157 Ferguson Street, Glen Innes","$175,000"," 1"," 2",245.05,374.344
"1033","South Grafton","92 Coree Street, Finley","$170,000"," 1"," 3",380.516666666667,597.104
"1034","Winston Hills","13 Stipa Street, Goolgowi","Asking $139,000"," 1"," 2",11.8333333333333,8.122
"1035","Broken Hill","25 ARTHUR STREET, Wellington","$149,500"," 1"," 3",747.5,1126.84
"1036","Kelso","136 Taylor, Glen Innes","$137,990"," 1"," 3",147.9,180.4
"1037","Springfield","250 Manilla Street, Manilla","$130,000"," 1"," 3",66.4333333333333,70.3
"1038","Cumnock","22 Nebea Street, Coonamble","$155,000 ONO"," 1"," 4",234.65,297.163
"1039","Oberon","40 Rose Valley Road, Emmaville","$155,000"," 2"," 3",152.283333333333,172.362
"1040","Broken Hill","23-25 White St, Coonabarabran","$170,000"," 1"," 3",747.5,1126.84
"1041","Broken Hill","5 Parkes Street, Wellington","$89,000"," 1"," 2",747.5,1126.84
"1042","Broken Hill","68 Little Timor Street, Coonabarabran","Expression of Interest"," 1"," 3",747.5,1126.84
"1043","Aberdeen","47 Macquarie, Baradine","MAKE AN OFFER NOW !"," 2"," 3",178.466666666667,251.816
"1044","Lockhart","389 Boston Street, Moree","$135,000"," 1"," 3",319.516666666667,519.498
"1045","Pooncarie","27 Bruce Street, Cumnock","$149,000"," 1"," 3",703,1137.758
"1046","Broken Hill","20 Mecklenberg St, Bega","$135,000"," 1"," 1",747.5,1126.84
"1047","Coonamble","25 & 25A OAK STREET, Moree","$130,000"," 2"," 4",371.333333333333,517.207
"1048","Broken Hill","46-48 MAUGHAN STREET, Wellington","$139,000.00"," 3"," 2",747.5,1126.84
"1049","South Grafton","125 Alma Street, Wee Waa","$110,000"," 1"," 3",380.516666666667,597.104
"1050","Turramurra","81 Morrison Street, Cobar","Price Guide $152,000 - $162,000"," 1"," 3",28.3,23.022
"1051","Broken Hill","66 Rankin, Forbes","$140,000"," 1"," 1",747.5,1126.84
"1052","Coonamble","26 Carbeen Street, Moree","$149,000"," 1"," 1",371.333333333333,517.207
"1053","Broken Hill","65 Woodrow  Place, Figtree","Awaiting Price Guide"," 1"," 2",747.5,1126.84
"1054","Scone","32 Severn Street, Deepwater","$135,000"," 1"," 2",191.116666666667,265.882
"1055","Kooringal","29 - 31 Bowline Street, Bundarra","$135,000"," 1"," 3",275,455.478
"1056","Broken Hill","50 Wrigley Street, Gilgandra","$150,000"," 1"," 3",747.5,1126.84
"1057","Port Macquarie","26 CARBEEN STREET, Moree","$149,000"," 1"," 1",245.05,374.344
"1058","South Grafton","26 Carbeen Street, Moree","$175,000"," 1"," 1",380.516666666667,597.104
"1059","Winston Hills","15 Budd St, Berrigan","HUGE REDUCTION  $115,000 ono"," 1"," 3",11.8333333333333,8.122
"1060","Broken Hill","19 Broad Street, Coonamble","$95000 OR BRING ME AN OFFER"," 1"," 2",747.5,1126.84
"1061","Kelso","267 Ferguson Street, Glen Innes","130000"," 1"," 3",147.9,180.4
"1062","Springfield","293 Morton Street, Moree","$68,000"," 1"," 2",66.4333333333333,70.3
"1063","Cumnock","5 Bishop Street, Boomi","$150,000"," 1"," 4",234.65,297.163
"1064","Oberon","30 Wallon Street, Garah","$150,000"," 1"," 2",152.283333333333,172.362
"1065","Broken Hill","293 MORTON STREET, Moree","$70,000"," 1"," 2",747.5,1126.84
"1066","Broken Hill","32 TORRINGTON STREET, Glen Innes","$121 000"," 1"," 3",747.5,1126.84
"1067","Broken Hill","104 Swift Street, Wellington","$130,000"," 1"," 3",747.5,1126.84
"1068","Aberdeen","75 Mertin Street, Bourke","REDUCED TO $160,000"," 1"," 3",178.466666666667,251.816
"1069","Lockhart","8 Mathews Street, Cobar","Price Guide $160,000 - $170,000"," 1"," 4",319.516666666667,519.498
"1070","Pooncarie","47 Willans Street, Narrandera","Reduced $175,000"," 1"," 3",703,1137.758
"1071","Broken Hill","16 Leiferman Street, Condobolin","$125,000"," 1"," 3",747.5,1126.84
"1072","Coonamble","122 Maitland Street, Bingara","$120,000"," 1"," 1",371.333333333333,517.207
