"Suburb","Address","Price","Baths","Beds","DistanceTime.min.","Distance.km.","Status"
"Moree","30 Alice Street, Moree","$169,000"," 2"," 2",421.2,616.255,"ForSale"
"Yeoval","5 Lachlan Street, Yeoval","$120,000"," 1"," 2",251.866666666667,321.386,"ForSale"
"Collarenebri","27 Queen Street, Collarenebri","$105,000 - $108,000"," 1"," 4",474.083333333333,696.492,"ForSale"
"Warialda Rail","12 Allan Cunningham Highway, Warialda Rail","$119,000"," 1"," 2",404.733333333333,575.367,"ForSale"
"Moree","14 Boland Drive, Moree","$145,000"," 1"," 3",421.2,616.255,"ForSale"
"Moree","332 Boston Street, Moree","$145,000"," 1"," 3",421.2,616.255,"ForSale"
"Corowa","253 Honour Avenue, Corowa","$139,000"," 1"," 3",359.533333333333,606.542,"ForSale"
"Wellington","32 Parkes Street, Wellington","$129,500"," 1"," 2",258.633333333333,332.55,"ForSale"
"Narrandera","46 Dalgetty Street, Narrandera","$179,000"," 1"," 3",334.233333333333,527.307,"ForSale"
"Moree","20 Boundary Street, Moree","$169,000"," 1"," 2",421.2,616.255,"ForSale"
"Narrandera","15 Grosvenor Street, Narrandera","Reduced $129,000"," 1"," 3",334.233333333333,527.307,"ForSale"
"Trangie","12 Victor St, Trangie","$159,000"," 1"," 3",328.6,446.555,"ForSale"
"Mount Warning","B9 153 Mt Warning Road, Mount Warning","$89,000"," 1"," 1",540.533333333333,794.49,"ForSale"
"Finley","31 Walter Street, Finley","REDUCED TO $82,500"," 1"," 3",408.616666666667,657.711,"ForSale"
"Tocumwal","4 Sunshine Court, Tocumwal","$175,000"," 1"," 2",417.45,692.901,"ForSale"
"Moree","13 Warrina Crescent, Moree","$130,000"," 1"," 2",421.2,616.255,"ForSale"
"Moree","38 OAK STREET, Moree","$120,000"," 1"," 3",421.2,616.255,"ForSale"
"Temora","60 Jellicoe Street, Temora","$185,000"," 1"," 3",261.466666666667,420.465,"ForSale"
"Moree","38 Oak Street, Moree","$120,000"," 1"," 3",421.2,616.255,"ForSale"
"Inverell","13 Albury Street, Inverell","$119,000"," 1"," 1",403.416666666667,561.941,"ForSale"
"Glen Innes","2 Glasson, Glen Innes","$168,000"," 1"," 3",401.983333333333,559.494,"ForSale"
"Hargraves","115 Merinda Street, Hargraves","$153,000"," 1"," 2",228.533333333333,289.167,"ForSale"
"Narrabri","6 Elliott Street, Narrabri","$175,000"," 1"," 3",355.616666666667,515.023,"ForSale"
"Broken Hill","251 Brazil Street, Broken Hill","$110,000"," 1"," 2",747.5,1126.84,"ForSale"
"Tullamore","41 Cunningham Street, Tullamore","$110,000"," 2"," 3",322.833333333333,430.228,"ForSale"
"Cobar","19 Becker Street, Cobar","$150,000"," 1"," 3",461.4,669.21,"ForSale"
"Barraba","5 Alice Street, Barraba","$112,000"," 1"," 3",345.666666666667,486.82,"ForSale"
"Collarenebri","75 Wilson Street, Collarenebri","$100,000 - $110,000"," 1"," 4",474.083333333333,696.492,"ForSale"
"Ardlethan","12-14 Fisher Street, Ardlethan","$85,000"," 1"," 2",305.05,487.717,"ForSale"
"Bingara","8 Finch Street, Bingara","$170,000"," 1"," 2",384.083333333333,547.077,"ForSale"
"Bingara","26 Bombelli Street, Bingara","$159,500"," 1"," 2",384.083333333333,547.077,"ForSale"
"Jerilderie","10 Mahonga Street, Jerilderie","$135,000.00"," 1"," 2",382.816666666667,620.012,"ForSale"
"Tullamore","32  Cunningham Street, Tullamore","$110,000"," 1"," 3",322.833333333333,430.228,"ForSale"
"Jerilderie","10 Jerilderie Street, Jerilderie","$50,000.00"," 1"," 1",382.816666666667,620.012,"ForSale"
"Bingara","17 Link Street, Bingara","$150,000"," 1"," 3",384.083333333333,547.077,"ForSale"
"Goolgowi","12 Stipa Street, Goolgowi","$145,000"," 2"," 3",396.516666666667,621.492,"ForSale"
"Coonamble","41 Aberford Street, Coonamble","$85,000"," 1"," 2",371.333333333333,517.207,"ForSale"
"Trundle","11 West Street, Trundle","$85,000"," 1"," 2",300.966666666667,394.964,"ForSale"
"Glen Innes","107 Church Street, Glen Innes","$175,000"," 1"," 2",401.983333333333,559.494,"ForSale"
"Bellbrook","37 Main Street, Bellbrook","$165,000"," 1"," 3",311.983333333333,463.512,"ForSale"
"Bourke","14 Harris St, Bourke","Asking $150,000"," 1"," 3",503.383333333333,741.707,"ForSale"
"Salamander Bay","Address available on request, Salamander Bay","165,000.00"," 1"," 1",146.666666666667,193.948,"ForSale"
"Young","30 Gordon Street, Young","$169,000"," 1"," 3",229.6,371.605,"ForSale"
"Aberdeen","27 Campbell Street, Aberdeen","$140,000 to $160,000"," 1"," 3",178.466666666667,251.816,"ForSale"
"Casino","12 Canning Drive, Casino","$115,000"," 1"," 1",452.316666666667,700.379,"ForSale"
"Deniliquin","111 DICK STREET, Deniliquin","$175,000"," 1"," 4",441.233333333333,708.832,"ForSale"
"Peak Hill","120 Boori Street, Peak Hill","$170,000"," 1"," 3",293.816666666667,389.081,"ForSale"
"Junee","11 James Street, Junee","$165,000"," 1"," 3",267.116666666667,435.263,"ForSale"
"Warialda","29 Crane Street, Warialda","$159,000"," 1"," 3",417.15,591.159,"ForSale"
"Ashmont","42 Adams Street, Ashmont","$155,000"," 1"," 3",282.116666666667,459.492,"ForSale"
"Deniliquin","102 DICK STREET, Deniliquin","$139,000"," 1"," 3",441.233333333333,708.832,"ForSale"
"Deepwater","32 Severn Street, Deepwater","$135,000"," 1"," 2",430.316666666667,601.336,"ForSale"
"Broken Hill","300 Sulphide Street, Broken Hill","$90,000"," 1"," 3",747.5,1126.84,"ForSale"
"Bourke","60 Short St, Bourke","Reduced to $90,000"," 1"," 2",503.383333333333,741.707,"ForSale"
"Young","13 Yass Street, Young","$185,000"," 1"," 3",229.6,371.605,"ForSale"
"Berrigan","21 Flynn St, Berrigan","VALUE AT $150,000"," 1"," 3",393.616666666667,635.493,"ForSale"
"Wellington","9 Pierce Street, Wellington","$134,750"," 1"," 4",258.633333333333,332.55,"ForSale"
"Moulamein","9 Turora Street, Moulamein","$138,000 WIWO"," 2"," 4",496.516666666667,799.673,"ForSale"
"West Ballina","76 586 River Street, West Ballina","$89,000"," 1"," 1",476.45,721.533,"ForSale"
"Armidale","233 Chapel Street, Armidale","Price Guide - $160,000"," 1"," 3",341.633333333333,465.783,"ForSale"
"Lockhart","17 Ferrier Street, Lockhart","$139,000"," 1"," 3",319.516666666667,519.498,"ForSale"
"Dubbo","9 Lunar Avenue, Dubbo","$155,000"," 1"," 3",278.883333333333,371.378,"ForSale"
"Urana","16 Anna Street, Urana","$149,000"," 1"," 2",351.35,565.763,"ForSale"
"Wellington","34 Nancarrow Lane, Wellington","$137,500"," 1"," 2",258.633333333333,332.55,"ForSale"
"Gulargambone","3 Wilga St, Gulargambone","$88,000"," 1"," 3",341.233333333333,470.497,"ForSale"
"Inverell","17A Andrew Street, Inverell","$169,000"," 1"," 3",403.416666666667,561.941,"ForSale"
"Leeton","12 Coolamon Street, Leeton","$158,000"," 1"," 3",355.416666666667,556.851,"ForSale"
"Leeton","10A Main Avenue, Yanco, Leeton","$109,000"," 1"," 4",355.416666666667,556.851,"ForSale"
"Bingara","18 Riddell Street, Bingara","$165,000"," 1"," 2",384.083333333333,547.077,"ForSale"
"Campsie","43 Fourth Ave, Campsie","990,000-1,020,000"," 1"," 3",28.8833333333333,19.164,"ForSale"
"Trangie","98 Dandaloo St, Trangie","$100,000"," 1"," 3",328.6,446.555,"ForSale"
"Werris Creek","30 Henry Street, Werris Creek","$130,000"," 1"," 3",259.183333333333,360.294,"ForSale"
"Manilla","80 ROWAN STREET, Manilla","$170,000"," 1"," 3",315.733333333333,442.39,"ForSale"
"Leeton","2 Hickory Street, Leeton","$130,000"," 1"," 3",355.416666666667,556.851,"ForSale"
"Deniliquin","11 Laman Court, Deniliquin","$135,000"," 1"," 3",441.233333333333,708.832,"ForSale"
"Narrandera","15 Ashton Street, Narrandera","$105,000"," 1"," 2",334.233333333333,527.307,"ForSale"
"Moree","12 Downer Avenue, Moree","$110,000"," 1"," 2",421.2,616.255,"ForSale"
"Dunedoo","92 Yarrow Street, Dunedoo","175,000"," 1"," 4",262.366666666667,340.399,"ForSale"
"Kandos","10 Angus Avenue, Kandos","$159,000 neg."," 1"," 1",173.6,214.224,"ForSale"
"Warialda","86 High Street, Warialda","$169,000"," 1"," 3",417.15,591.159,"ForSale"
"Sandy Hollow","37 Goulburn Drive, Sandy Hollow","$150,000"," 1"," 3",179.233333333333,262.07,"ForSale"
"Glen Innes","267 Ferguson Street, Glen Innes","$130,000"," 1"," 3",401.983333333333,559.494,"ForSale"
"Moree","367 Chester Street, Moree","$130,000"," 1"," 4",421.2,616.255,"ForSale"
"Henty","25 Ivor Street, Henty","Reduced to $125000"," 2"," 3",311.45,523.978,"ForSale"
"Moree","1 Delander Crescent, Moree","$175,000"," 2"," 3",421.2,616.255,"ForSale"
"Tamworth","17 Sue Crescent, Tamworth","$149,000"," 1"," 3",279.066666666667,395.245,"ForSale"
"Warren","Address available on request, Warren","$130,000"," 1"," 4",354.566666666667,482.306,"ForSale"
"Parkes","1 Howard Street, Parkes","$160,000"," 1"," 3",262.666666666667,340.97,"ForSale"
"Cobar","54 Monaghan Street, Cobar","NOW $95,000"," 1"," 3",461.4,669.21,"ForSale"
"Junee","6 Prince Street, Junee","$159,000"," 2"," 2",267.116666666667,435.263,"ForSale"
"Ardlethan","42 Bygoo Street, Ardlethan","REDUCED $125,000"," 1"," 3",305.05,487.717,"ForSale"
"Parkes","8 Porter Street, Parkes","$180,000"," 1"," 3",262.666666666667,340.97,"ForSale"
"Brewarrina","120 Bathurst St, Brewarrina","Motivated Vendor asking $95K"," 1"," 2",524.466666666667,764.395,"ForSale"
"Wellington","114 Thornton Street, Wellington","$165,000"," 1"," 3",258.633333333333,332.55,"ForSale"
"Gilgandra","98 Miller St, Gilgandra","$160,000"," 1"," 3",311.166666666667,422.231,"ForSale"
"Peak Hill","106 Derribong Street, Peak Hill","$143,000"," 1"," 4",293.816666666667,389.081,"ForSale"
"Gilgandra","36 Waugan St, Gilgandra","$165,000"," 1"," 5",311.166666666667,422.231,"ForSale"
"Mount White","Site 10 165 Glenworth Valley Road, Mount White","$95,000"," 1"," 2",44.3666666666667,48.77,"ForSale"
"Moree","300 Auburn Street, Moree","$130,000"," 1"," 2",421.2,616.255,"ForSale"
"Moree","2 Arunga Street, Moree","$60,000"," 1"," 3",421.2,616.255,"ForSale"
"Warialda","115 Stephen Street, Warialda","$159,000"," 1"," 4",417.15,591.159,"ForSale"
"Tullamore","Address available on request, Tullamore","$165,000"," 2"," 4",322.833333333333,430.228,"ForSale"
"Finley","99 Coree Street, Finley","$132,000"," 1"," 3",408.616666666667,657.711,"ForSale"
"Narrandera","47 Willans Street, Narrandera","$175,000"," 1"," 3",334.233333333333,527.307,"ForSale"
"Moree","30 Bingara Road, Moree","$85,000"," 1"," 4",421.2,616.255,"ForSale"
"Barraba","8 Arthur Street, Barraba","$159,000"," 1"," 3",345.666666666667,486.82,"ForSale"
"Broken Hill","10 Norfolk Avenue, Broken Hill","$85,000"," 1"," 3",747.5,1126.84,"ForSale"
"Deniliquin","355 Albert Street, Deniliquin","REDUCED TO $95,000"," 1"," 3",441.233333333333,708.832,"ForSale"
"Barellan","62 Yapunyah Street, Barellan","$55,000"," 1"," 1",323.55,518.697,"ForSale"
"Finley","69 Wells Street, Finley","$159,000"," 1"," 3",408.616666666667,657.711,"ForSale"
"Warialda","96 Market Street, Warialda","$139,000 REDUCED"," 2"," 3",417.15,591.159,"ForSale"
"West Ballina","Site 35 586 River Street, West Ballina","$55,000"," 1"," 1",476.45,721.533,"ForSale"
"Glen Innes","Address available on request, Glen Innes","$168,000"," 1"," 3",401.983333333333,559.494,"ForSale"
"Ardlethan","23 Cassiterite Street, Ardlethan","$119,000"," 1"," 3",305.05,487.717,"ForSale"
"Glen Innes","139 Ferguson Street, Glen Innes","$160,000"," 1"," 1",401.983333333333,559.494,"ForSale"
"Ardlethan","21 Cassiterite Street, Ardlethan","$135,000"," 1"," 3",305.05,487.717,"ForSale"
"Coonamble","7 Pages Terrace, Coonamble","$89,000"," 1"," 4",371.333333333333,517.207,"ForSale"
"Cassilis","Lot 101 Pembroke Road, Cassilis","$150,000"," 1"," 2",233.116666666667,339.77,"ForSale"
"Moree","80 Anne Street, Moree","$139,000"," 1"," 2",421.2,616.255,"ForSale"
"Leeton","30 Beechworth Street, Whitton, Leeton","$115,000"," 1"," 2",355.416666666667,556.851,"ForSale"
"Broken Hill","171 Gypsum Street, Broken Hill","$89,000"," 1"," 3",747.5,1126.84,"ForSale"
"Jerilderie","101 Mahonga Street, Jerilderie","$125,000.00"," 1"," 3",382.816666666667,620.012,"ForSale"
"Ashford","33 Dudley Street, Ashford","$79,000"," 1"," 3",441.95,617.125,"ForSale"
"Inverell","34 Wood Street, Inverell","$179,000"," 1"," 2",403.416666666667,561.941,"ForSale"
"Quirindi","32 Pryor Street, Quirindi","$160,000"," 1"," 3",242.033333333333,339.247,"ForSale"
"Ashford","48 Martyn Street, Ashford","$175,000"," 1"," 2",441.95,617.125,"ForSale"
"Gilgandra","107 Wrigley Street, Gilgandra","$80,000"," 1"," 4",311.166666666667,422.231,"ForSale"
"Finley","5 Bridget Street, Finley","$175,000.00"," 1"," 3",408.616666666667,657.711,"ForSale"
"Glen Innes","12 Short Street, Glen Innes","$165,000"," 1"," 2",401.983333333333,559.494,"ForSale"
"Bonalbo","86 Woodenbong Road, Bonalbo","$145,000"," 1"," 2",503.5,767.12,"ForSale"
"Coonamble","7 Maule Lane, Coonamble","$110,000"," 1"," 5",371.333333333333,517.207,"ForSale"
"Forbes","24 Stonham Street, Forbes","$130,000"," 1"," 3",275.683333333333,357.998,"ForSale"
"Trangie","94 DERRIBONG STREET, Trangie","$169,000"," 1"," 2",328.6,446.555,"ForSale"
"Barmedman","16 DeBoos Street, Barmedman","REDUCED $140,000"," 1"," 3",285.633333333333,456.329,"ForSale"
"Coonamble","8 Wilga Street, Coonamble","$65,000"," 1"," 3",371.333333333333,517.207,"ForSale"
"Boggabri","156 Merton Street, Boggabri","$150,000"," 1"," 4",321.15,459.858,"ForSale"
"Tottenham","6 Mogille St, Tottenham","$145,000"," 1"," 3",357.583333333333,482.998,"ForSale"
"Nimmitabel","42 Wolfe Street, Nimmitabel","$175,000"," 1"," 2",278.916666666667,438.84,"ForSale"
"Nimmitabel","42 Wolfe Street, Nimmitabel","$175,000"," 1"," 2",278.916666666667,438.84,"ForSale"
"Warialda","13 Plunkett Street, Warialda","$145,000"," 1"," 4",417.15,591.159,"ForSale"
"Coolah","97-99 Binnia Street, Coolah","Priced Reduced $149,000"," 1"," 3",268.316666666667,355.334,"ForSale"
"Wellington","92 Swift Street, Wellington","$150,000"," 1"," 3",258.633333333333,332.55,"ForSale"
"Moree","300 Auburn Street, Moree","$130,000"," 1"," 3",421.2,616.255,"ForSale"
"Coolah","6 Hospital  Street, Coolah","$163,000"," 1"," 2",268.316666666667,355.334,"ForSale"
"Binnaway","51 Railway St, Binnaway","$150,000"," 1"," 1",300.533333333333,409.048,"ForSale"
"Wee Waa","46 Rose Street, Wee Waa","$149,000"," 1"," 3",386.916666666667,555.855,"ForSale"
"Finley","36 Pinnuck Street, Finley","$139,000"," 1"," 4",408.616666666667,657.711,"ForSale"
"Jerilderie","50 Coreen Street, Jerilderie","$120,000.00"," 1"," 3",382.816666666667,620.012,"ForSale"
"Holbrook","9 Stirbeck Street, Holbrook","$163,000"," 1"," 3",288.816666666667,488.904,"ForSale"
"Wellington","13 Simpson Lane, Wellington","$175,000"," 1"," 2",258.633333333333,332.55,"ForSale"
"Bingara","18 Riddell Street, Bingara","$165,000"," 1"," 3",384.083333333333,547.077,"ForSale"
"Inverell","4 Waratah Avenue, Inverell","$144,000"," 1"," 3",403.416666666667,561.941,"ForSale"
"Moree","307 Edward Street, Moree","$130,000 - 10.4% ROI - Recently Reduced"," 1"," 3",421.2,616.255,"ForSale"
"Deniliquin","375 Hay Road, Deniliquin","For Sale $179,000"," 2"," 3",441.233333333333,708.832,"ForSale"
"Coonamble","14 Yarran Street, Coonamble","$160,000"," 1"," 3",371.333333333333,517.207,"ForSale"
"Moree","1 WARRINA CRESCENT, Moree","$150,000"," 1"," 3",421.2,616.255,"ForSale"
"Moree","61 ANNE STREET, Moree","$150,000"," 1"," 3",421.2,616.255,"ForSale"
"Rand","48 Kindra St, Rand","$139,000"," 1"," 3",339.983333333333,562.252,"ForSale"
"Wellington","54 Whitley Street, Wellington","$120,000"," 1"," 3",258.633333333333,332.55,"ForSale"
"Darlington Point","1 Corbett Street, Darlington Point","$182,000"," 1"," 3",375.183333333333,609.956,"ForSale"
"Werris Creek","93 Dewhurst Street, Werris Creek","$169,000"," 1"," 2",259.183333333333,360.294,"ForSale"
"Bonalbo","1 Main Street, Bonalbo","$159,000 - Under Offer"," 1"," 2",503.5,767.12,"ForSale"
"Willow Tree","38 New England Highway, Willow Tree","$125,000"," 1"," 3",231.95,322.933,"ForSale"
"Finley","97-99 Murray Street, Finley","$90,000"," 1"," 1",408.616666666667,657.711,"ForSale"
"Jerilderie","27 Coreen Street, Jerilderie","$89,999"," 1"," 4",382.816666666667,620.012,"ForSale"
"Holbrook","197-203 Culcairn Holbrook Road, Holbrook","$175,000"," 1"," 3",288.816666666667,488.904,"ForSale"
"Finley","8 Osborne Street, Finley","$125,000"," 1"," 3",408.616666666667,657.711,"ForSale"
"Deniliquin","287 Duncan Street, Deniliquin","$125,000"," 1"," 2",441.233333333333,708.832,"ForSale"
"Moulamein","23 Morago Street, Moulamein","$90,000 plus GST"," 1"," 1",496.516666666667,799.673,"ForSale"
"Boggabri","93 Wee Waa St, Boggabri","$125,000 - Price Reduced!"," 2"," 3",321.15,459.858,"ForSale"
"Tullibigeal","Address available on request, Tullibigeal","$149,000"," 1"," 4",361.183333333333,567.926,"ForSale"
"Inverell","68 Wynne Street, Inverell","$149,000 REDUCED"," 1"," 3",403.416666666667,561.941,"ForSale"
"Broken Hill","257 Iodide Street, Broken Hill","$93,000"," 1"," 3",747.5,1126.84,"ForSale"
"Harden","24 Cattleyards Road, Harden","$120,000"," 1"," 3",206.1,338.668,"ForSale"
"Baradine","6-8 Castlereagh St, Baradine","$119,000"," 1"," 3",354.35,483.877,"ForSale"
"Werris Creek","17 Anzac Parade, Werris Creek","$175000"," 1"," 3",259.183333333333,360.294,"ForSale"
"Narrabri","8 Purcell Drive, Narrabri","$129,000"," 1"," 3",355.616666666667,515.023,"ForSale"
"Temora","72 Jellicoe Street, Temora","$165,000"," 1"," 2",261.466666666667,420.465,"ForSale"
"Coolah","38-40 Binnia Street, Coolah","$140,000"," 2"," 5",268.316666666667,355.334,"ForSale"
"Urbenville","42 Urben Street, Urbenville","$145,000"," 1"," 1",536.15,806.813,"ForSale"
"Trangie","40 Enmore St, Trangie","$135,000"," 1"," 2",328.6,446.555,"ForSale"
"Forbes","12 Bogan Street, Forbes","$130,000"," 1"," 2",275.683333333333,357.998,"ForSale"
"Barraba","25 Alice Street, Barraba","$155,000"," 1"," 3",345.666666666667,486.82,"ForSale"
"Stuart Town","46 Alexander Street, Stuart Town","$125,000"," 1"," 2",233.25,298.345,"ForSale"
"Coonamble","18 Limerick Street, Coonamble","$65,000"," 1"," 3",371.333333333333,517.207,"ForSale"
"Gilgandra","19 Warren Road, Gilgandra","$169,000"," 1"," 3",311.166666666667,422.231,"ForSale"
"Werris Creek","7 Coronation Avenue, Werris Creek","$125,000"," 1"," 3",259.183333333333,360.294,"ForSale"
"Werris Creek","105 Dewhurst Street, Werris Creek","$100,000"," 1"," 3",259.183333333333,360.294,"ForSale"
"Murwillumbah","177 Tree Tops Blvd, MVRV, Murwillumbah","$125,000"," 1"," 2",528.35,792.12,"ForSale"
"Wellington","26 Evans Drive, Wellington","$150,000"," 1"," 3",258.633333333333,332.55,"ForSale"
"Coolah","48-50 Binnia Street, Coolah","$140,000"," 1"," 2",268.316666666667,355.334,"ForSale"
"Old Bonalbo","26 Prince Street, Old Bonalbo","$129,000"," 2"," 3",513.5,778.874,"ForSale"
"Tocumwal","19 Quicks Road, Tocumwal","$30,000"," 1"," 1",417.45,692.901,"ForSale"
"Junee","10 Gloucester Street, Junee","$169,000"," 1"," 3",267.116666666667,435.263,"ForSale"
"Berrigan","121 Chanter St, Berrigan","$149,000"," 1"," 3",393.616666666667,635.493,"ForSale"
"Tathra","2 Andy Poole Drive, Tathra","$149,000"," 1"," 2",338.6,522.102,"ForSale"
"Warialda","94 Market Street, Warialda","$160,000"," 1"," 3",417.15,591.159,"ForSale"
"Coonamble","2 Coonamble Terrace, Coonamble","$149,000"," 1"," 2",371.333333333333,517.207,"ForSale"
"Stuart Town","55 Alexander Street, Stuart Town","$135,000"," 1"," 2",233.25,298.345,"ForSale"
"Coonamble","24 Bimble Street, Coonamble","$149,000"," 1"," 2",371.333333333333,517.207,"ForSale"
"Narrabri","50 Hinds Street, Narrabri","$130,000"," 1"," 3",355.616666666667,515.023,"ForSale"
"Wellington","73  Maughan Street, Wellington","$158,000"," 1"," 3",258.633333333333,332.55,"ForSale"
"Moree","329 Auburn Street, Moree","$95,000"," 1"," 3",421.2,616.255,"ForSale"
"Inverell","30 Eugene Street, Inverell","$149,000"," 1"," 3",403.416666666667,561.941,"ForSale"
"Broken Hill","109 Jamieson Street, Broken Hill","$125,000"," 1"," 2",747.5,1126.84,"ForSale"
"Moree","323 Edward Street, Moree","$89,000 NEG"," 1"," 3",421.2,616.255,"ForSale"
"Condobolin","1 Hay Street, Condobolin","$45,000"," 1"," 1",328.45,442.722,"ForSale"
"Mungindi","80 ST GEORGE STREET, Mungindi","$69,000"," 1"," 3",502.566666666667,737.803,"ForSale"
"Ashmont","13 Buna Street, Ashmont","$130,000"," 1"," 3",282.116666666667,459.492,"ForSale"
"Hay","221 William Street, Hay","$110,000"," 1"," 3",442.85,722.973,"ForSale"
"Boggabri","31 Wee Waa Street, Boggabri","$149,500"," 1"," 3",321.15,459.858,"ForSale"
"Wellington","9 Bonada Avenue Mumbil via, Wellington","$49,900"," 1"," 2",258.633333333333,332.55,"ForSale"
"Peak Hill","56 Boori Street, Peak Hill","$92,000"," 1"," 3",293.816666666667,389.081,"ForSale"
"Moree","337 Auburn Street, Moree","$110,000"," 1"," 3",421.2,616.255,"ForSale"
"Cootamundra","Address available on request, Cootamundra","$155000"," 1"," 3",231.2,377.99,"ForSale"
"Narrandera","33 Arthur Street, Narrandera","$145,000"," 1"," 3",334.233333333333,527.307,"ForSale"
"Coonabarabran","112 Dalgarno Street, Coonabarabran","$162,000"," 1"," 4",327.233333333333,444.916,"ForSale"
"Aberdeen","131 MacQueen Street, Aberdeen","Price Reduced $110,000"," 1"," 3",178.466666666667,251.816,"ForSale"
"Warialda","36 Plunkett St, Warialda","$138,000"," 1"," 3",417.15,591.159,"ForSale"
"Wellington","108 Gisborne Street, Wellington","$130,000"," 1"," 4",258.633333333333,332.55,"ForSale"
"Baradine","55-59 Castlereagh St, Baradine","$180,000"," 1"," 4",354.35,483.877,"ForSale"
"Darlington Point","31 Kook Street, Darlington Point","$178,000"," 1"," 2",375.183333333333,609.956,"ForSale"
"Coonabarabran","11 WHITE ST, Coonabarabran","$135,000"," 1"," 4",327.233333333333,444.916,"ForSale"
"Brungle","1308 Brungle Road, Brungle","$160,000"," 1"," 1",238.983333333333,390.995,"ForSale"
"Coolah","64 Martin  Street, Coolah","$169,000"," 1"," 2",268.316666666667,355.334,"ForSale"
"Warren","3 Thornton Ave, Warren","$139,000"," 1"," 3",354.566666666667,482.306,"ForSale"
"Trangie","38 Enmore St, Trangie","$135,000"," 1"," 2",328.6,446.555,"ForSale"
"Tingha","15 Agate Street, Tingha","$100,000"," 1"," 2",398.183333333333,553.527,"ForSale"
"Barmedman","4-6 Renwick Street, Barmedman","$169,900"," 2"," 4",285.633333333333,456.329,"ForSale"
"Barmedman","69 Queen Street, Barmedman","Price Guide $108,000 - $118,000"," 2"," 2",285.633333333333,456.329,"ForSale"
"Warren","Address available on request, Warren","$105,000"," 1"," 2",354.566666666667,482.306,"ForSale"
"Barraba","34 Queen Street, Barraba","$99,000"," 1"," 2",345.666666666667,486.82,"ForSale"
"Moree","337 Boston Street, Moree","$139,000"," 1"," 3",421.2,616.255,"ForSale"
"Orange","37 Leura Road, Orange","$175,000"," 1"," 3",193.966666666667,237.883,"ForSale"
"Cootamundra","Address available on request, Cootamundra","$155,000"," 1"," 3",231.2,377.99,"ForSale"
"Wellington","138 Maughan Street, Wellington","$139,750.00"," 1"," 2",258.633333333333,332.55,"ForSale"
"Moree","356 Edward Street, Moree","$125,000"," 1"," 3",421.2,616.255,"ForSale"
"Condobolin","27 Goobang Street, Condobolin","$85,000"," 1"," 3",328.45,442.722,"ForSale"
"Warialda","27 Plunkett Street, Warialda","$80,000"," 1"," 3",417.15,591.159,"ForSale"
"Bingara","13 Heber Street, Bingara","$170,000"," 1"," 3",384.083333333333,547.077,"ForSale"
"Wellington","163 Percy Street, Wellington","$149,000"," 1"," 2",258.633333333333,332.55,"ForSale"
"Gulgong","140 - 142 Mayne Street, Gulgong","$149,000 Priced to Sell"," 1"," 2",218,278.432,"ForSale"
"Cobar","44 Green Street, Cobar","$115,000"," 1"," 3",461.4,669.21,"ForSale"
"Wellington","30 Short Street, Wellington","$169,000"," 1"," 3",258.633333333333,332.55,"ForSale"
"Jerilderie","13 Nowranie Street, Jerilderie","$99,000.00"," 1"," 2",382.816666666667,620.012,"ForSale"
"Glen Innes","97 Dumaresq Street, Glen Innes","$166,000"," 1"," 3",401.983333333333,559.494,"ForSale"
"Wellington","3 Marsh Street, Wellington","$145,000"," 1"," 3",258.633333333333,332.55,"ForSale"
"Moree","6 15-17 Tycannah Street, Moree","$75,000"," 1"," 2",421.2,616.255,"ForSale"
"Narrandera","40 King Street, Narrandera","$70,000"," 1"," 2",334.233333333333,527.307,"ForSale"
"Glen Innes","90 Grovers Lane, Glen Innes","$140,000"," 2"," 4",401.983333333333,559.494,"ForSale"
"Bingara","Address available on request, Bingara","$90,000"," 1"," 1",384.083333333333,547.077,"ForSale"
"Deniliquin","292 Poictiers Street, Deniliquin","Priced reduced NOW $169,000"," 1"," 3",441.233333333333,708.832,"ForSale"
"Culcairn","24 Kirndeen St, Culcairn","NEW PRICE $155,000"," 1"," 4",309.683333333333,516.479,"ForSale"
"Narrandera","23 William Street, Narrandera","Reduced $127,000"," 1"," 3",334.233333333333,527.307,"ForSale"
"Moulamein","11 Tualka Terrace, Moulamein","$98,000"," 1"," 3",496.516666666667,799.673,"ForSale"
"Kyogle","131 Summerland Way, Kyogle","$105,000"," 1"," 1",473.9,730.484,"ForSale"
"Warren","Address available on request, Warren","$129,000"," 1"," 3",354.566666666667,482.306,"ForSale"
"Quirindi","25 Hill Street, Quirindi","$110,000"," 1"," 1",242.033333333333,339.247,"ForSale"
"Narrandera","25 William Street, Narrandera","Reduced $164,000"," 1"," 3",334.233333333333,527.307,"ForSale"
"Moree","4 Mitchell Street, Moree","$135,000"," 1"," 2",421.2,616.255,"ForSale"
"Moree","50 Tycannah Street, Moree","$125,000"," 2"," 3",421.2,616.255,"ForSale"
"Moree","332 Chester Street, Moree","$110,000"," 1"," 2",421.2,616.255,"ForSale"
"Eugowra","6 Bowler St, Eugowra","$165,000"," 1"," 4",251.216666666667,322.68,"ForSale"
"Inverell","4 Waratah Avenue, Inverell","$144,000"," 1"," 3",403.416666666667,561.941,"ForSale"
"Narromine","173 DANDALOO STREET, Narromine","$170,000"," 2"," 3",306.483333333333,413.407,"ForSale"
"Moree","327 Boston St, Moree","$95,000"," 1"," 2",421.2,616.255,"ForSale"
